"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"02/01/2026 13:15:00 - 02/01/2026 13:30:00","Germany (DE)","Hydro Water Reservoir","47.74"
"02/01/2026 13:30:00 - 02/01/2026 13:45:00","Germany (DE)","Hydro Water Reservoir","126.25"
"02/01/2026 13:45:00 - 02/01/2026 14:00:00","Germany (DE)","Hydro Water Reservoir","47.41"
"02/01/2026 14:00:00 - 02/01/2026 14:15:00","Germany (DE)","Hydro Water Reservoir","28.57"
"02/01/2026 14:15:00 - 02/01/2026 14:30:00","Germany (DE)","Hydro Water Reservoir","17.72"
"02/01/2026 14:30:00 - 02/01/2026 14:45:00","Germany (DE)","Hydro Water Reservoir","17.61"
"02/01/2026 14:45:00 - 02/01/2026 15:00:00","Germany (DE)","Hydro Water Reservoir","18.30"
"02/01/2026 15:00:00 - 02/01/2026 15:15:00","Germany (DE)","Hydro Water Reservoir","32.13"
"02/01/2026 15:15:00 - 02/01/2026 15:30:00","Germany (DE)","Hydro Water Reservoir","18.96"
"02/01/2026 15:30:00 - 02/01/2026 15:45:00","Germany (DE)","Hydro Water Reservoir","110.10"
"02/01/2026 15:45:00 - 02/01/2026 16:00:00","Germany (DE)","Hydro Water Reservoir","96.53"
"02/01/2026 16:00:00 - 02/01/2026 16:15:00","Germany (DE)","Hydro Water Reservoir","26.47"
"02/01/2026 16:15:00 - 02/01/2026 16:30:00","Germany (DE)","Hydro Water Reservoir","64.46"
"02/01/2026 16:30:00 - 02/01/2026 16:45:00","Germany (DE)","Hydro Water Reservoir","52.17"
"02/01/2026 16:45:00 - 02/01/2026 17:00:00","Germany (DE)","Hydro Water Reservoir","65.65"
"02/01/2026 17:00:00 - 02/01/2026 17:15:00","Germany (DE)","Hydro Water Reservoir","76.83"
"02/01/2026 17:15:00 - 02/01/2026 17:30:00","Germany (DE)","Hydro Water Reservoir","32.54"
"02/01/2026 17:30:00 - 02/01/2026 17:45:00","Germany (DE)","Hydro Water Reservoir","30.31"
"02/01/2026 17:45:00 - 02/01/2026 18:00:00","Germany (DE)","Hydro Water Reservoir","30.27"
"02/01/2026 18:00:00 - 02/01/2026 18:15:00","Germany (DE)","Hydro Water Reservoir","28.05"
"02/01/2026 18:15:00 - 02/01/2026 18:30:00","Germany (DE)","Hydro Water Reservoir","28.28"
"02/01/2026 18:30:00 - 02/01/2026 18:45:00","Germany (DE)","Hydro Water Reservoir","35.08"
"02/01/2026 18:45:00 - 02/01/2026 19:00:00","Germany (DE)","Hydro Water Reservoir","31.24"
"02/01/2026 19:00:00 - 02/01/2026 19:15:00","Germany (DE)","Hydro Water Reservoir","75.49"
"02/01/2026 19:15:00 - 02/01/2026 19:30:00","Germany (DE)","Hydro Water Reservoir","33.40"
"02/01/2026 19:30:00 - 02/01/2026 19:45:00","Germany (DE)","Hydro Water Reservoir","25.13"
"02/01/2026 19:45:00 - 02/01/2026 20:00:00","Germany (DE)","Hydro Water Reservoir","42.54"
"02/01/2026 20:00:00 - 02/01/2026 20:15:00","Germany (DE)","Hydro Water Reservoir","80.23"
"02/01/2026 20:15:00 - 02/01/2026 20:30:00","Germany (DE)","Hydro Water Reservoir","67.77"
"02/01/2026 20:30:00 - 02/01/2026 20:45:00","Germany (DE)","Hydro Water Reservoir","45.92"
"02/01/2026 20:45:00 - 02/01/2026 21:00:00","Germany (DE)","Hydro Water Reservoir","35.54"
"02/01/2026 21:00:00 - 02/01/2026 21:15:00","Germany (DE)","Hydro Water Reservoir","38.05"
"02/01/2026 21:15:00 - 02/01/2026 21:30:00","Germany (DE)","Hydro Water Reservoir","45.56"
"02/01/2026 21:30:00 - 02/01/2026 21:45:00","Germany (DE)","Hydro Water Reservoir","41.41"
"02/01/2026 21:45:00 - 02/01/2026 22:00:00","Germany (DE)","Hydro Water Reservoir","93.03"
"02/01/2026 22:00:00 - 02/01/2026 22:15:00","Germany (DE)","Hydro Water Reservoir","114.23"
"02/01/2026 22:15:00 - 02/01/2026 22:30:00","Germany (DE)","Hydro Water Reservoir","82.18"
"02/01/2026 22:30:00 - 02/01/2026 22:45:00","Germany (DE)","Hydro Water Reservoir","118.73"
"02/01/2026 22:45:00 - 02/01/2026 23:00:00","Germany (DE)","Hydro Water Reservoir","71.52"
"02/01/2026 23:00:00 - 02/01/2026 23:15:00","Germany (DE)","Hydro Water Reservoir","24.38"
"02/01/2026 23:15:00 - 02/01/2026 23:30:00","Germany (DE)","Hydro Water Reservoir","43.39"
"02/01/2026 23:30:00 - 02/01/2026 23:45:00","Germany (DE)","Hydro Water Reservoir","16.39"
"02/01/2026 23:45:00 - 03/01/2026 00:00:00","Germany (DE)","Hydro Water Reservoir","14.40"
"03/01/2026 00:00:00 - 03/01/2026 00:15:00","Germany (DE)","Hydro Water Reservoir","12.64"
"03/01/2026 00:15:00 - 03/01/2026 00:30:00","Germany (DE)","Hydro Water Reservoir","13.28"
"03/01/2026 00:30:00 - 03/01/2026 00:45:00","Germany (DE)","Hydro Water Reservoir","12.69"
"03/01/2026 00:45:00 - 03/01/2026 01:00:00","Germany (DE)","Hydro Water Reservoir","12.46"
"03/01/2026 01:00:00 - 03/01/2026 01:15:00","Germany (DE)","Hydro Water Reservoir","4.22"
"03/01/2026 01:15:00 - 03/01/2026 01:30:00","Germany (DE)","Hydro Water Reservoir","4.52"
"03/01/2026 01:30:00 - 03/01/2026 01:45:00","Germany (DE)","Hydro Water Reservoir","3.48"
"03/01/2026 01:45:00 - 03/01/2026 02:00:00","Germany (DE)","Hydro Water Reservoir","3.55"
"03/01/2026 02:00:00 - 03/01/2026 02:15:00","Germany (DE)","Hydro Water Reservoir","4.13"
"03/01/2026 02:15:00 - 03/01/2026 02:30:00","Germany (DE)","Hydro Water Reservoir","3.67"
"03/01/2026 02:30:00 - 03/01/2026 02:45:00","Germany (DE)","Hydro Water Reservoir","4.07"
"03/01/2026 02:45:00 - 03/01/2026 03:00:00","Germany (DE)","Hydro Water Reservoir","9.31"
"03/01/2026 03:00:00 - 03/01/2026 03:15:00","Germany (DE)","Hydro Water Reservoir","13.52"
"03/01/2026 03:15:00 - 03/01/2026 03:30:00","Germany (DE)","Hydro Water Reservoir","13.60"
"03/01/2026 03:30:00 - 03/01/2026 03:45:00","Germany (DE)","Hydro Water Reservoir","12.12"
"03/01/2026 03:45:00 - 03/01/2026 04:00:00","Germany (DE)","Hydro Water Reservoir","12.71"
"03/01/2026 04:00:00 - 03/01/2026 04:15:00","Germany (DE)","Hydro Water Reservoir","4.32"
"03/01/2026 04:15:00 - 03/01/2026 04:30:00","Germany (DE)","Hydro Water Reservoir","3.32"
"03/01/2026 04:30:00 - 03/01/2026 04:45:00","Germany (DE)","Hydro Water Reservoir","4.15"
"03/01/2026 04:45:00 - 03/01/2026 05:00:00","Germany (DE)","Hydro Water Reservoir","4.25"
"03/01/2026 05:00:00 - 03/01/2026 05:15:00","Germany (DE)","Hydro Water Reservoir","13.03"
"03/01/2026 05:15:00 - 03/01/2026 05:30:00","Germany (DE)","Hydro Water Reservoir","13.63"
"03/01/2026 05:30:00 - 03/01/2026 05:45:00","Germany (DE)","Hydro Water Reservoir","14.05"
"03/01/2026 05:45:00 - 03/01/2026 06:00:00","Germany (DE)","Hydro Water Reservoir","15.30"
"03/01/2026 06:00:00 - 03/01/2026 06:15:00","Germany (DE)","Hydro Water Reservoir","50.32"
"03/01/2026 06:15:00 - 03/01/2026 06:30:00","Germany (DE)","Hydro Water Reservoir","33.38"
"03/01/2026 06:30:00 - 03/01/2026 06:45:00","Germany (DE)","Hydro Water Reservoir","62.08"
"03/01/2026 06:45:00 - 03/01/2026 07:00:00","Germany (DE)","Hydro Water Reservoir","81.27"
"03/01/2026 07:00:00 - 03/01/2026 07:15:00","Germany (DE)","Hydro Water Reservoir","54.76"
"03/01/2026 07:15:00 - 03/01/2026 07:30:00","Germany (DE)","Hydro Water Reservoir","203.03"
"03/01/2026 07:30:00 - 03/01/2026 07:45:00","Germany (DE)","Hydro Water Reservoir","115.91"
"03/01/2026 07:45:00 - 03/01/2026 08:00:00","Germany (DE)","Hydro Water Reservoir","104.24"
"03/01/2026 08:00:00 - 03/01/2026 08:15:00","Germany (DE)","Hydro Water Reservoir","178.58"
"03/01/2026 08:15:00 - 03/01/2026 08:30:00","Germany (DE)","Hydro Water Reservoir","40.17"
"03/01/2026 08:30:00 - 03/01/2026 08:45:00","Germany (DE)","Hydro Water Reservoir","13.47"
"03/01/2026 08:45:00 - 03/01/2026 09:00:00","Germany (DE)","Hydro Water Reservoir","14.05"
"03/01/2026 09:00:00 - 03/01/2026 09:15:00","Germany (DE)","Hydro Water Reservoir","17.27"
"03/01/2026 09:15:00 - 03/01/2026 09:30:00","Germany (DE)","Hydro Water Reservoir","20.34"
"03/01/2026 09:30:00 - 03/01/2026 09:45:00","Germany (DE)","Hydro Water Reservoir","28.66"
"03/01/2026 09:45:00 - 03/01/2026 10:00:00","Germany (DE)","Hydro Water Reservoir","28.88"
"03/01/2026 10:00:00 - 03/01/2026 10:15:00","Germany (DE)","Hydro Water Reservoir","15.93"
"03/01/2026 10:15:00 - 03/01/2026 10:30:00","Germany (DE)","Hydro Water Reservoir","13.42"
"03/01/2026 10:30:00 - 03/01/2026 10:45:00","Germany (DE)","Hydro Water Reservoir","17.15"
"03/01/2026 10:45:00 - 03/01/2026 11:00:00","Germany (DE)","Hydro Water Reservoir","23.00"
"03/01/2026 11:00:00 - 03/01/2026 11:15:00","Germany (DE)","Hydro Water Reservoir","31.42"
"03/01/2026 11:15:00 - 03/01/2026 11:30:00","Germany (DE)","Hydro Water Reservoir","16.14"
"03/01/2026 11:30:00 - 03/01/2026 11:45:00","Germany (DE)","Hydro Water Reservoir","22.47"
"03/01/2026 11:45:00 - 03/01/2026 12:00:00","Germany (DE)","Hydro Water Reservoir","25.86"
"03/01/2026 12:00:00 - 03/01/2026 12:15:00","Germany (DE)","Hydro Water Reservoir","41.11"
"03/01/2026 12:15:00 - 03/01/2026 12:30:00","Germany (DE)","Hydro Water Reservoir","27.95"
"03/01/2026 12:30:00 - 03/01/2026 12:45:00","Germany (DE)","Hydro Water Reservoir","32.72"
"03/01/2026 12:45:00 - 03/01/2026 13:00:00","Germany (DE)","Hydro Water Reservoir","48.52"
"03/01/2026 13:00:00 - 03/01/2026 13:15:00","Germany (DE)","Hydro Water Reservoir","49.00"
"03/01/2026 13:15:00 - 03/01/2026 13:30:00","Germany (DE)","Hydro Water Reservoir","42.37"
"03/01/2026 13:30:00 - 03/01/2026 13:45:00","Germany (DE)","Hydro Water Reservoir","41.97"
"03/01/2026 13:45:00 - 03/01/2026 14:00:00","Germany (DE)","Hydro Water Reservoir","52.72"
"03/01/2026 14:00:00 - 03/01/2026 14:15:00","Germany (DE)","Hydro Water Reservoir","36.74"
"03/01/2026 14:15:00 - 03/01/2026 14:30:00","Germany (DE)","Hydro Water Reservoir","28.46"
"03/01/2026 14:30:00 - 03/01/2026 14:45:00","Germany (DE)","Hydro Water Reservoir","31.38"
"03/01/2026 14:45:00 - 03/01/2026 15:00:00","Germany (DE)","Hydro Water Reservoir","29.16"
"03/01/2026 15:00:00 - 03/01/2026 15:15:00","Germany (DE)","Hydro Water Reservoir","27.61"
"03/01/2026 15:15:00 - 03/01/2026 15:30:00","Germany (DE)","Hydro Water Reservoir","27.70"
"03/01/2026 15:30:00 - 03/01/2026 15:45:00","Germany (DE)","Hydro Water Reservoir","77.22"
"03/01/2026 15:45:00 - 03/01/2026 16:00:00","Germany (DE)","Hydro Water Reservoir","109.57"
"03/01/2026 16:00:00 - 03/01/2026 16:15:00","Germany (DE)","Hydro Water Reservoir","123.71"
"03/01/2026 16:15:00 - 03/01/2026 16:30:00","Germany (DE)","Hydro Water Reservoir","117.70"
"03/01/2026 16:30:00 - 03/01/2026 16:45:00","Germany (DE)","Hydro Water Reservoir","64.75"
"03/01/2026 16:45:00 - 03/01/2026 17:00:00","Germany (DE)","Hydro Water Reservoir","70.51"
"03/01/2026 17:00:00 - 03/01/2026 17:15:00","Germany (DE)","Hydro Water Reservoir","45.43"
"03/01/2026 17:15:00 - 03/01/2026 17:30:00","Germany (DE)","Hydro Water Reservoir","65.71"
"03/01/2026 17:30:00 - 03/01/2026 17:45:00","Germany (DE)","Hydro Water Reservoir","64.28"
"03/01/2026 17:45:00 - 03/01/2026 18:00:00","Germany (DE)","Hydro Water Reservoir","23.92"
"03/01/2026 18:00:00 - 03/01/2026 18:15:00","Germany (DE)","Hydro Water Reservoir","98.75"
"03/01/2026 18:15:00 - 03/01/2026 18:30:00","Germany (DE)","Hydro Water Reservoir","55.64"
"03/01/2026 18:30:00 - 03/01/2026 18:45:00","Germany (DE)","Hydro Water Reservoir","31.23"
"03/01/2026 18:45:00 - 03/01/2026 19:00:00","Germany (DE)","Hydro Water Reservoir","31.83"
"03/01/2026 19:00:00 - 03/01/2026 19:15:00","Germany (DE)","Hydro Water Reservoir","34.17"
"03/01/2026 19:15:00 - 03/01/2026 19:30:00","Germany (DE)","Hydro Water Reservoir","67.35"
"03/01/2026 19:30:00 - 03/01/2026 19:45:00","Germany (DE)","Hydro Water Reservoir","133.59"
"03/01/2026 19:45:00 - 03/01/2026 20:00:00","Germany (DE)","Hydro Water Reservoir","134.68"
"03/01/2026 20:00:00 - 03/01/2026 20:15:00","Germany (DE)","Hydro Water Reservoir","159.73"
"03/01/2026 20:15:00 - 03/01/2026 20:30:00","Germany (DE)","Hydro Water Reservoir","168.32"
"03/01/2026 20:30:00 - 03/01/2026 20:45:00","Germany (DE)","Hydro Water Reservoir","126.83"
"03/01/2026 20:45:00 - 03/01/2026 21:00:00","Germany (DE)","Hydro Water Reservoir","93.29"
"03/01/2026 21:00:00 - 03/01/2026 21:15:00","Germany (DE)","Hydro Water Reservoir","103.25"
"03/01/2026 21:15:00 - 03/01/2026 21:30:00","Germany (DE)","Hydro Water Reservoir","79.67"
"03/01/2026 21:30:00 - 03/01/2026 21:45:00","Germany (DE)","Hydro Water Reservoir","71.94"
"03/01/2026 21:45:00 - 03/01/2026 22:00:00","Germany (DE)","Hydro Water Reservoir","47.86"
"03/01/2026 22:00:00 - 03/01/2026 22:15:00","Germany (DE)","Hydro Water Reservoir","95.36"
"03/01/2026 22:15:00 - 03/01/2026 22:30:00","Germany (DE)","Hydro Water Reservoir","82.46"
"03/01/2026 22:30:00 - 03/01/2026 22:45:00","Germany (DE)","Hydro Water Reservoir","55.09"
"03/01/2026 22:45:00 - 03/01/2026 23:00:00","Germany (DE)","Hydro Water Reservoir","17.00"
"03/01/2026 23:00:00 - 03/01/2026 23:15:00","Germany (DE)","Hydro Water Reservoir","24.98"
"03/01/2026 23:15:00 - 03/01/2026 23:30:00","Germany (DE)","Hydro Water Reservoir","28.98"
"03/01/2026 23:30:00 - 03/01/2026 23:45:00","Germany (DE)","Hydro Water Reservoir","25.27"
"03/01/2026 23:45:00 - 04/01/2026 00:00:00","Germany (DE)","Hydro Water Reservoir","14.26"
"04/01/2026 00:00:00 - 04/01/2026 00:15:00","Germany (DE)","Hydro Water Reservoir","14.29"
"04/01/2026 00:15:00 - 04/01/2026 00:30:00","Germany (DE)","Hydro Water Reservoir","20.14"
"04/01/2026 00:30:00 - 04/01/2026 00:45:00","Germany (DE)","Hydro Water Reservoir","14.59"
"04/01/2026 00:45:00 - 04/01/2026 01:00:00","Germany (DE)","Hydro Water Reservoir","12.95"
"04/01/2026 01:00:00 - 04/01/2026 01:15:00","Germany (DE)","Hydro Water Reservoir","4.87"
"04/01/2026 01:15:00 - 04/01/2026 01:30:00","Germany (DE)","Hydro Water Reservoir","4.22"
"04/01/2026 01:30:00 - 04/01/2026 01:45:00","Germany (DE)","Hydro Water Reservoir","4.22"
"04/01/2026 01:45:00 - 04/01/2026 02:00:00","Germany (DE)","Hydro Water Reservoir","4.23"
"04/01/2026 02:00:00 - 04/01/2026 02:15:00","Germany (DE)","Hydro Water Reservoir","5.10"
"04/01/2026 02:15:00 - 04/01/2026 02:30:00","Germany (DE)","Hydro Water Reservoir","4.76"
"04/01/2026 02:30:00 - 04/01/2026 02:45:00","Germany (DE)","Hydro Water Reservoir","4.23"
"04/01/2026 02:45:00 - 04/01/2026 03:00:00","Germany (DE)","Hydro Water Reservoir","4.26"
"04/01/2026 03:00:00 - 04/01/2026 03:15:00","Germany (DE)","Hydro Water Reservoir","4.01"
"04/01/2026 03:15:00 - 04/01/2026 03:30:00","Germany (DE)","Hydro Water Reservoir","4.28"
"04/01/2026 03:30:00 - 04/01/2026 03:45:00","Germany (DE)","Hydro Water Reservoir","3.96"
"04/01/2026 03:45:00 - 04/01/2026 04:00:00","Germany (DE)","Hydro Water Reservoir","4.80"
"04/01/2026 04:00:00 - 04/01/2026 04:15:00","Germany (DE)","Hydro Water Reservoir","6.61"
"04/01/2026 04:15:00 - 04/01/2026 04:30:00","Germany (DE)","Hydro Water Reservoir","7.01"
"04/01/2026 04:30:00 - 04/01/2026 04:45:00","Germany (DE)","Hydro Water Reservoir","5.81"
"04/01/2026 04:45:00 - 04/01/2026 05:00:00","Germany (DE)","Hydro Water Reservoir","5.29"
"04/01/2026 05:00:00 - 04/01/2026 05:15:00","Germany (DE)","Hydro Water Reservoir","14.11"
"04/01/2026 05:15:00 - 04/01/2026 05:30:00","Germany (DE)","Hydro Water Reservoir","35.38"
"04/01/2026 05:30:00 - 04/01/2026 05:45:00","Germany (DE)","Hydro Water Reservoir","32.23"
"04/01/2026 05:45:00 - 04/01/2026 06:00:00","Germany (DE)","Hydro Water Reservoir","31.56"
"04/01/2026 06:00:00 - 04/01/2026 06:15:00","Germany (DE)","Hydro Water Reservoir","32.47"
"04/01/2026 06:15:00 - 04/01/2026 06:30:00","Germany (DE)","Hydro Water Reservoir","21.89"
"04/01/2026 06:30:00 - 04/01/2026 06:45:00","Germany (DE)","Hydro Water Reservoir","24.98"
"04/01/2026 06:45:00 - 04/01/2026 07:00:00","Germany (DE)","Hydro Water Reservoir","25.28"
"04/01/2026 07:00:00 - 04/01/2026 07:15:00","Germany (DE)","Hydro Water Reservoir","25.30"
"04/01/2026 07:15:00 - 04/01/2026 07:30:00","Germany (DE)","Hydro Water Reservoir","19.43"
"04/01/2026 07:30:00 - 04/01/2026 07:45:00","Germany (DE)","Hydro Water Reservoir","18.72"
"04/01/2026 07:45:00 - 04/01/2026 08:00:00","Germany (DE)","Hydro Water Reservoir","21.21"
"04/01/2026 08:00:00 - 04/01/2026 08:15:00","Germany (DE)","Hydro Water Reservoir","17.62"
"04/01/2026 08:15:00 - 04/01/2026 08:30:00","Germany (DE)","Hydro Water Reservoir","28.67"
"04/01/2026 08:30:00 - 04/01/2026 08:45:00","Germany (DE)","Hydro Water Reservoir","23.56"
"04/01/2026 08:45:00 - 04/01/2026 09:00:00","Germany (DE)","Hydro Water Reservoir","26.41"
"04/01/2026 09:00:00 - 04/01/2026 09:15:00","Germany (DE)","Hydro Water Reservoir","20.24"
"04/01/2026 09:15:00 - 04/01/2026 09:30:00","Germany (DE)","Hydro Water Reservoir","20.02"
"04/01/2026 09:30:00 - 04/01/2026 09:45:00","Germany (DE)","Hydro Water Reservoir","21.72"
"04/01/2026 09:45:00 - 04/01/2026 10:00:00","Germany (DE)","Hydro Water Reservoir","38.22"
"04/01/2026 10:00:00 - 04/01/2026 10:15:00","Germany (DE)","Hydro Water Reservoir","20.65"
"04/01/2026 10:15:00 - 04/01/2026 10:30:00","Germany (DE)","Hydro Water Reservoir","14.02"
"04/01/2026 10:30:00 - 04/01/2026 10:45:00","Germany (DE)","Hydro Water Reservoir","14.13"
"04/01/2026 10:45:00 - 04/01/2026 11:00:00","Germany (DE)","Hydro Water Reservoir","13.22"
"04/01/2026 11:00:00 - 04/01/2026 11:15:00","Germany (DE)","Hydro Water Reservoir","21.01"
"04/01/2026 11:15:00 - 04/01/2026 11:30:00","Germany (DE)","Hydro Water Reservoir","18.23"
"04/01/2026 11:30:00 - 04/01/2026 11:45:00","Germany (DE)","Hydro Water Reservoir","13.94"
"04/01/2026 11:45:00 - 04/01/2026 12:00:00","Germany (DE)","Hydro Water Reservoir","13.75"
"04/01/2026 12:00:00 - 04/01/2026 12:15:00","Germany (DE)","Hydro Water Reservoir","12.91"
"04/01/2026 12:15:00 - 04/01/2026 12:30:00","Germany (DE)","Hydro Water Reservoir","12.88"
"04/01/2026 12:30:00 - 04/01/2026 12:45:00","Germany (DE)","Hydro Water Reservoir","12.89"
"04/01/2026 12:45:00 - 04/01/2026 13:00:00","Germany (DE)","Hydro Water Reservoir","12.93"
"04/01/2026 13:00:00 - 04/01/2026 13:15:00","Germany (DE)","Hydro Water Reservoir","14.09"
"04/01/2026 13:15:00 - 04/01/2026 13:30:00","Germany (DE)","Hydro Water Reservoir","13.75"
"04/01/2026 13:30:00 - 04/01/2026 13:45:00","Germany (DE)","Hydro Water Reservoir","14.66"
"04/01/2026 13:45:00 - 04/01/2026 14:00:00","Germany (DE)","Hydro Water Reservoir","14.91"
"04/01/2026 14:00:00 - 04/01/2026 14:15:00","Germany (DE)","Hydro Water Reservoir","15.20"
"04/01/2026 14:15:00 - 04/01/2026 14:30:00","Germany (DE)","Hydro Water Reservoir","14.73"
"04/01/2026 14:30:00 - 04/01/2026 14:45:00","Germany (DE)","Hydro Water Reservoir","24.35"
"04/01/2026 14:45:00 - 04/01/2026 15:00:00","Germany (DE)","Hydro Water Reservoir","31.25"
"04/01/2026 15:00:00 - 04/01/2026 15:15:00","Germany (DE)","Hydro Water Reservoir","19.68"
"04/01/2026 15:15:00 - 04/01/2026 15:30:00","Germany (DE)","Hydro Water Reservoir","27.64"
"04/01/2026 15:30:00 - 04/01/2026 15:45:00","Germany (DE)","Hydro Water Reservoir","26.49"
"04/01/2026 15:45:00 - 04/01/2026 16:00:00","Germany (DE)","Hydro Water Reservoir","23.70"
"04/01/2026 16:00:00 - 04/01/2026 16:15:00","Germany (DE)","Hydro Water Reservoir","53.24"
"04/01/2026 16:15:00 - 04/01/2026 16:30:00","Germany (DE)","Hydro Water Reservoir","67.88"
"04/01/2026 16:30:00 - 04/01/2026 16:45:00","Germany (DE)","Hydro Water Reservoir","76.55"
"04/01/2026 16:45:00 - 04/01/2026 17:00:00","Germany (DE)","Hydro Water Reservoir","77.41"
"04/01/2026 17:00:00 - 04/01/2026 17:15:00","Germany (DE)","Hydro Water Reservoir","70.08"
"04/01/2026 17:15:00 - 04/01/2026 17:30:00","Germany (DE)","Hydro Water Reservoir","63.43"
"04/01/2026 17:30:00 - 04/01/2026 17:45:00","Germany (DE)","Hydro Water Reservoir","62.74"
"04/01/2026 17:45:00 - 04/01/2026 18:00:00","Germany (DE)","Hydro Water Reservoir","72.21"
"04/01/2026 18:00:00 - 04/01/2026 18:15:00","Germany (DE)","Hydro Water Reservoir","111.13"
"04/01/2026 18:15:00 - 04/01/2026 18:30:00","Germany (DE)","Hydro Water Reservoir","162.26"
"04/01/2026 18:30:00 - 04/01/2026 18:45:00","Germany (DE)","Hydro Water Reservoir","109.39"
"04/01/2026 18:45:00 - 04/01/2026 19:00:00","Germany (DE)","Hydro Water Reservoir","119.11"
"04/01/2026 19:00:00 - 04/01/2026 19:15:00","Germany (DE)","Hydro Water Reservoir","58.38"
"04/01/2026 19:15:00 - 04/01/2026 19:30:00","Germany (DE)","Hydro Water Reservoir","76.22"
"04/01/2026 19:30:00 - 04/01/2026 19:45:00","Germany (DE)","Hydro Water Reservoir","98.71"
"04/01/2026 19:45:00 - 04/01/2026 20:00:00","Germany (DE)","Hydro Water Reservoir","86.83"
"04/01/2026 20:00:00 - 04/01/2026 20:15:00","Germany (DE)","Hydro Water Reservoir","70.96"
"04/01/2026 20:15:00 - 04/01/2026 20:30:00","Germany (DE)","Hydro Water Reservoir","70.01"
"04/01/2026 20:30:00 - 04/01/2026 20:45:00","Germany (DE)","Hydro Water Reservoir","28.26"
"04/01/2026 20:45:00 - 04/01/2026 21:00:00","Germany (DE)","Hydro Water Reservoir","58.47"
"04/01/2026 21:00:00 - 04/01/2026 21:15:00","Germany (DE)","Hydro Water Reservoir","89.74"
"04/01/2026 21:15:00 - 04/01/2026 21:30:00","Germany (DE)","Hydro Water Reservoir","38.98"
"04/01/2026 21:30:00 - 04/01/2026 21:45:00","Germany (DE)","Hydro Water Reservoir","44.42"
"04/01/2026 21:45:00 - 04/01/2026 22:00:00","Germany (DE)","Hydro Water Reservoir","49.10"
"04/01/2026 22:00:00 - 04/01/2026 22:15:00","Germany (DE)","Hydro Water Reservoir","122.42"
"04/01/2026 22:15:00 - 04/01/2026 22:30:00","Germany (DE)","Hydro Water Reservoir","75.19"
"04/01/2026 22:30:00 - 04/01/2026 22:45:00","Germany (DE)","Hydro Water Reservoir","77.89"
"04/01/2026 22:45:00 - 04/01/2026 23:00:00","Germany (DE)","Hydro Water Reservoir","116.86"
